city_development_index,training_hours,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
0.92,28,city_103,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,0
0.91,41,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
0.92,6,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,0
0.91,90,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,NGO,1,0
0.624,134,city_21,,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,3,1
0.855,43,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,2,0
0.926,13,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,12,5000-9999,Pvt Ltd,2,0
0.92,224,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
0.866,47,city_57,Male,No relevent experience,,,,3,,,never,0
0.92,86,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0
0.92,4,city_160,,No relevent experience,no_enrollment,Primary School,,6,,,never,0
0.897,44,city_136,Male,No relevent experience,Full time course,Masters,STEM,14,,,2,0
0.884,17,city_71,,Has relevent experience,no_enrollment,Masters,STEM,1,10000+,,1,0
0.92,17,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,0
0.624,89,city_21,,Has relevent experience,Full time course,Graduate,STEM,2,oct-49,Funded Startup,2,0
0.92,222,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,0
0.939,84,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,oct-49,Pvt Ltd,>4,0
0.923,44,city_83,Male,Has relevent experience,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,0
0.92,292,city_103,Female,Has relevent experience,Full time course,Graduate,STEM,19,50-99,Pvt Ltd,1,0
0.92,52,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,1,0
0.887,222,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,oct-49,,1,1
0.939,109,city_28,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,2,0
0.855,43,city_67,Male,No relevent experience,Full time course,High School,,2,,,1,0
0.92,20,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,0
0.92,178,city_103,Male,No relevent experience,,Graduate,STEM,5,,,never,1
0.91,78,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,0
0.884,120,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,0
0.624,4,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,3,0
0.92,22,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,1
0.624,17,city_21,,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,1
0.55,56,city_11,Male,Has relevent experience,Full time course,Masters,Humanities,4,,,4,1
0.579,182,city_74,,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,1
0.624,24,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,1,0
0.926,8,city_114,Male,No relevent experience,Full time course,High School,,1,,,never,0
0.92,125,city_103,,Has relevent experience,no_enrollment,Masters,Other,4,50-99,Funded Startup,2,0
0.92,92,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,1
0.856,4,city_69,,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,2,0
0.92,55,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,never,0
0.624,51,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,never,1
0.926,12,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,,>4,0
0.625,188,city_129,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,never,0
0.924,74,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,never,0
0.91,3,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
0.893,34,city_36,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,0
0.884,180,city_71,,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,never,0
0.91,74,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.92,42,city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,4,0
0.92,4,city_103,,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,,0
0.91,21,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,0
0.92,50,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,0
0.802,158,city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,0
0.836,65,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,0
0.897,62,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,1,0
0.887,110,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,1,5000-9999,Pvt Ltd,1,0
0.92,7,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,0
0.555,60,city_145,Male,No relevent experience,no_enrollment,Graduate,Business Degree,4,,,never,1
0.682,78,city_19,,No relevent experience,Full time course,Graduate,STEM,3,,,,0
0.884,166,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Public Sector,3,0
0.91,51,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0
0.949,165,city_98,Male,No relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,>4,0
0.855,22,city_67,Male,Has relevent experience,Full time course,Graduate,STEM,7,oct-49,Pvt Ltd,1,0
0.91,128,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,>4,0
0.92,43,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,0
0.949,18,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,0
0.926,9,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,0
0.91,38,city_16,,Has relevent experience,no_enrollment,,,10,100-500,Pvt Ltd,2,0
0.698,9,city_134,Male,No relevent experience,no_enrollment,,,5,,,never,0
0.624,23,city_21,,No relevent experience,no_enrollment,,,4,,,never,0
0.91,47,city_16,Male,Has relevent experience,no_enrollment,Phd,STEM,15,100-500,Pvt Ltd,1,0
0.698,64,city_106,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,0
0.92,46,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,0
0.92,22,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,1,0
0.92,130,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,1
0.897,14,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,1,0
0.91,19,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.896,109,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,0
0.91,61,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,17,10000+,Pvt Ltd,4,0
0.624,204,city_21,,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,>4,0
0.897,134,city_136,Male,Has relevent experience,Full time course,Masters,STEM,5,10000+,Pvt Ltd,1,0
0.836,20,city_138,Male,No relevent experience,Part time course,Masters,Humanities,19,oct-49,Pvt Ltd,4,0
0.855,45,city_67,Male,Has relevent experience,Full time course,Masters,Other,16,,,>4,1
0.92,53,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
0.91,20,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,4,0
0.939,112,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,0
0.91,29,city_16,,No relevent experience,Full time course,High School,,2,,,1,0
0.896,67,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,0
0.92,154,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,2,0
0.926,12,city_114,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,,,2,0
0.624,58,city_21,,No relevent experience,,,,<1,100-500,NGO,1,1
0.91,74,city_16,Male,Has relevent experience,no_enrollment,High School,,19,oct-49,Pvt Ltd,2,0
0.926,154,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0
0.884,155,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,oct-49,,1,1
0.74,13,city_143,Male,No relevent experience,Full time course,Graduate,STEM,7,,,never,1
0.836,22,city_138,,Has relevent experience,no_enrollment,High School,,9,,,2,0
0.92,139,city_103,,No relevent experience,no_enrollment,Graduate,Business Degree,<1,,,1,1
0.91,268,city_16,Female,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,>4,0
0.887,104,city_100,Male,Has relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,2,0
0.738,48,city_123,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,1
0.855,14,city_67,Male,Has relevent experience,Full time course,Masters,STEM,10,10000+,Pvt Ltd,3,0
0.836,26,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,>4,0
0.92,50,city_103,,No relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,0
0.92,70,city_103,Male,No relevent experience,Part time course,Graduate,Humanities,2,,,2,0
0.92,10,city_103,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,never,1
0.91,58,city_16,Male,Has relevent experience,no_enrollment,High School,,15,<10,Early Stage Startup,3,0
0.91,66,city_16,Male,No relevent experience,Full time course,High School,,2,100-500,,1,0
0.624,5,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,0
0.827,50,city_41,Other,No relevent experience,Full time course,Graduate,STEM,10,,Public Sector,1,1
0.624,16,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,1
0.827,70,city_41,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
0.92,14,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,0
0.624,12,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,1
0.924,4,city_104,Male,No relevent experience,Full time course,Graduate,STEM,3,,,2,0
0.92,19,city_103,Other,No relevent experience,Full time course,Graduate,STEM,4,10000+,NGO,1,0
0.624,114,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,4,1
0.92,20,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,,4,1
0.92,33,city_103,,No relevent experience,no_enrollment,Graduate,Arts,15,10000+,Pvt Ltd,>4,0
0.92,51,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
0.926,152,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,0
0.92,98,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,0
0.926,2,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,1,0
0.682,80,city_19,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,0
0.55,38,city_11,Male,No relevent experience,,Graduate,STEM,5,,,never,1
0.899,53,city_23,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,0
0.698,82,city_70,,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,1,0
0.689,88,city_149,,No relevent experience,no_enrollment,High School,,2,,,never,0
0.92,84,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,0
0.91,12,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,0
0.924,8,city_104,Other,Has relevent experience,Full time course,High School,,4,<10,Pvt Ltd,1,0
0.92,86,city_103,Female,Has relevent experience,no_enrollment,Graduate,Other,<1,,,>4,1
0.897,11,city_136,,Has relevent experience,no_enrollment,Masters,STEM,3,oct-49,Pvt Ltd,,0
0.913,40,city_61,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,0
0.55,78,city_11,,Has relevent experience,no_enrollment,Graduate,STEM,4,oct-49,Pvt Ltd,1,1
0.624,140,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,1
0.698,6,city_24,,No relevent experience,Full time course,High School,,1,,,,0
0.92,80,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,1,0
0.802,37,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,oct-49,Pvt Ltd,4,0
0.92,42,city_103,Male,No relevent experience,Full time course,Graduate,STEM,6,,,2,0
0.91,10,city_16,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,100-500,Pvt Ltd,4,0
0.91,56,city_16,,No relevent experience,Full time course,High School,,1,,,1,0
0.91,35,city_16,Male,No relevent experience,no_enrollment,High School,,3,,,1,0
0.91,46,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,0
0.764,7,city_176,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,1
0.924,92,city_104,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,4,0
0.92,37,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,<10,Pvt Ltd,1,0
0.91,35,city_16,,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,1
0.899,84,city_23,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,,1,0
0.92,136,city_103,Male,Has relevent experience,no_enrollment,Masters,Other,18,,,1,0
0.624,24,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,oct-49,Pvt Ltd,never,1
0.92,18,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,oct-49,Pvt Ltd,1,1
0.624,48,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,0
0.91,77,city_16,,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,0
0.92,31,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,0
0.92,74,city_160,Male,Has relevent experience,no_enrollment,High School,,12,100-500,Pvt Ltd,2,0
0.91,24,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,1
0.897,8,city_136,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,oct-49,Early Stage Startup,1,0
0.926,34,city_114,Male,No relevent experience,no_enrollment,High School,,6,1000-4999,,1,0
0.92,90,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,,1,0
0.698,46,city_70,,Has relevent experience,Full time course,Graduate,STEM,5,oct-49,Pvt Ltd,2,0
0.698,112,city_26,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,0
0.923,61,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,1
0.866,104,city_57,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,>4,0
0.899,178,city_23,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,,,>4,0
0.92,40,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,0
0.926,21,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,10,oct-49,Pvt Ltd,>4,0
0.92,78,city_160,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,1
0.682,28,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Public Sector,3,0
0.92,17,city_103,,No relevent experience,no_enrollment,,,2,,,never,0
0.92,156,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,0
0.92,24,city_103,Male,No relevent experience,Part time course,Graduate,STEM,7,500-999,NGO,>4,0
0.682,42,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,1
0.92,28,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,1
0.913,108,city_61,,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,0
0.884,37,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,0
0.738,56,city_123,Male,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,3,0
0.804,39,city_102,Male,Has relevent experience,Full time course,,,>20,<10,Early Stage Startup,1,0
0.92,10,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,0
0.903,73,city_165,,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,,1,0
0.92,70,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,0
0.939,112,city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,0
0.624,80,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,2,oct-49,Pvt Ltd,2,1
0.855,110,city_67,Male,No relevent experience,Full time course,High School,,<1,,,1,0
0.924,48,city_104,Male,Has relevent experience,Full time course,High School,,13,50-99,Pvt Ltd,1,1
0.92,99,city_160,Male,No relevent experience,Full time course,High School,,2,100-500,NGO,1,0
0.92,30,city_103,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,1,1
0.92,48,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,NGO,2,0
0.913,170,city_61,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,0
0.924,13,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,10,oct-49,Pvt Ltd,1,0
0.92,60,city_103,Male,No relevent experience,no_enrollment,High School,,<1,,,never,0
0.92,34,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,,1,0
0.92,262,city_103,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,1
0.925,67,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,0
0.92,32,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,0
0.92,17,city_103,Male,No relevent experience,Full time course,High School,,5,oct-49,Public Sector,1,1
0.878,51,city_173,Male,Has relevent experience,no_enrollment,High School,,10,<10,Pvt Ltd,never,1
0.83,27,city_77,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,3,0
0.92,56,city_103,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,>4,1
0.923,14,city_83,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
0.738,73,city_123,,No relevent experience,Part time course,High School,,2,,,1,0
0.624,76,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,1,1
0.92,21,city_103,Male,No relevent experience,Full time course,Masters,STEM,19,,Public Sector,>4,1
0.92,10,city_160,Male,No relevent experience,Full time course,Graduate,Business Degree,>20,500-999,Other,>4,0
0.795,10,city_72,Male,Has relevent experience,Part time course,High School,,<1,50-99,,1,0
0.92,78,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,1
0.84,33,city_144,,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,0
0.92,84,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,0
0.91,22,city_16,Male,Has relevent experience,no_enrollment,,,6,,,1,0
0.924,63,city_104,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0
0.91,41,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,0
0.527,192,city_128,,No relevent experience,Full time course,Graduate,STEM,1,,,1,1
0.92,36,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,0
0.925,22,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,0
0.92,21,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0
0.897,9,city_136,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,0
0.92,44,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,5,oct-49,Pvt Ltd,3,1
0.92,105,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,0
0.743,102,city_116,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,Pvt Ltd,2,1
0.92,90,city_160,Male,No relevent experience,Full time course,Masters,Arts,15,,Public Sector,>4,1
0.895,192,city_10,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,500-999,Pvt Ltd,1,0
0.926,25,city_114,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,1
0.754,74,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,4,0
0.624,28,city_21,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,0
0.91,90,city_16,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,1
0.624,65,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Early Stage Startup,1,0
0.624,10,city_21,,Has relevent experience,Full time course,Masters,STEM,5,oct-49,,,1
0.939,28,city_28,Male,No relevent experience,no_enrollment,Primary School,,2,,,never,0
0.855,114,city_67,Male,Has relevent experience,,Graduate,STEM,9,1000-4999,,2,0
0.884,118,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
0.802,19,city_65,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Early Stage Startup,1,0
0.92,72,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,0
0.624,66,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,3,oct-49,Pvt Ltd,1,1
0.924,39,city_104,Female,No relevent experience,Full time course,Graduate,STEM,3,,,1,1
0.624,24,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Pvt Ltd,1,0
0.92,6,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,0
0.926,242,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Pvt Ltd,1,0
0.624,43,city_21,,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,never,1
0.624,58,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,1
0.915,84,city_99,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,0
0.884,51,city_71,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,1
0.925,270,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,1
0.83,28,city_77,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,1,0
0.624,35,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,1
0.926,25,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0
0.92,101,city_103,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0
0.926,15,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,0
0.804,78,city_102,,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,0
0.926,106,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,never,0
0.924,42,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,0
0.698,26,city_90,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,>4,0
0.624,101,city_21,Male,Has relevent experience,Full time course,Masters,STEM,3,oct-49,Pvt Ltd,1,1
0.897,5,city_136,Male,No relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,1,0
0.92,9,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,2,0
0.92,20,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,1
0.754,18,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,18,,,1,1
0.738,25,city_123,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,0
0.884,16,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,>4,0
0.624,60,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,0
0.92,51,city_103,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,0
0.624,154,city_21,,No relevent experience,no_enrollment,Graduate,Other,<1,,,never,1
0.913,11,city_61,,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,0
0.897,20,city_136,,No relevent experience,Part time course,Graduate,STEM,4,10000+,Public Sector,,1
0.624,74,city_21,,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,0
0.92,72,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,0
0.92,41,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0
0.92,20,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,1
0.855,316,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,0
0.92,60,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,0
0.775,164,city_59,,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,,0
0.92,16,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,6,5000-9999,Pvt Ltd,1,0
0.92,31,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,NGO,1,0
0.92,101,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,0
0.516,43,city_43,,No relevent experience,Part time course,Graduate,No Major,3,,,never,1
0.92,43,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,oct-49,Pvt Ltd,1,0
0.92,144,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,0
0.762,27,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,0
0.624,28,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1,0
0.691,55,city_91,,Has relevent experience,Full time course,Graduate,STEM,4,oct-49,Pvt Ltd,1,1
